-0.000955	0.103568	0.080124	0.023434	0	0.050707	0	0	0	0	0	0
0.012434	0.108005	0.043293	0	-0.014095	0.117284	0.013389	0.004437	-0.036831	-0.023434	-0.014095	0.066577
0.012889	0.124357	0.095601	0.039018	-0.029106	0.121352	0.000455	0.016352	0.052308	0.039018	-0.015011	0.004068
0.007312	0.131239	0.125763	0.052769	0	0.066979	-0.005577	0.006882	0.030162	0.013751	0.029106	-0.054373
0.066316	0.128687	0.118515	0.047441	0	0.04767	0.059004	-0.002552	-0.007248	-0.005328	0	-0.019309
0.00627	0.121056	0.078655	0.020397	0	0.057869	-0.060046	-0.007631	-0.03986	-0.027044	0	0.010199
-0.028556	0.139015	-0.001005	0.06887	0	0.09746	-0.034826	0.017959	-0.07966	0.048473	0	0.039591
-0.024869	0.13562	0.107907	0.051795	0	0.052999	0.003687	-0.003395	0.108912	-0.017075	0	-0.044461
-0.028574	0.134568	0.140612	0.032028	0	0.047154	-0.003705	-0.001052	0.032705	-0.019767	0	-0.005845
-0.002454	0.133868	0.114195	0.036669	0	0.068698	0.02612	-0.0007	-0.026417	0.004641	0	0.021544
-0.033119	0.131422	-0.001403	0.054947	0	0.060103	-0.030665	-0.002446	-0.115598	0.018278	0	-0.008595
-0.051488	0.13642	0.024173	0.05953	0	0.081532	-0.018369	0.004998	0.025576	0.004583	0	0.021429
-0.021857	0.137491	0.11468	0.025153	0	0.056207	0.029631	0.001071	0.090507	-0.034377	0	-0.025325
0.006264	0.138431	0.134298	0.035982	0	0.057009	0.028121	0.00094	0.019618	0.010829	0	0.000802
0.004559	0.139863	0.086261	0.040279	0	0.041081	-0.001705	0.001432	-0.048037	0.004297	0	-0.015928
-0.029567	0.111606	0.069106	0.008881	0	0.032086	-0.034126	-0.028257	-0.017155	-0.031398	0	-0.008995
-0.043496	0.139923	-0.010271	0.063598	0	0.055691	-0.013929	0.028317	-0.079377	0.054717	0	0.023605
-0.01875	0.137832	0.027138	0.05529	0	0.052999	0.024746	-0.002091	0.037409	-0.008308	0	-0.002692
-0.055718	0.161778	0.066454	0.032086	0.029049	0.052941	-0.036968	0.023946	0.039316	-0.023204	0.029049	-5.8e-05
-0.041963	0.144837	-0.007221	0.065489	0	0.038331	0.013755	-0.016941	-0.073675	0.033403	-0.029049	-0.01461
-0.1131	0.145129	-0.024961	0.036727	-0.045894	0.057983	-0.071137	0.000292	-0.01774	-0.028762	-0.045894	0.019652
-0.053365	0.153513	-0.015979	0.143411	0	0.070818	0.059735	0.008384	0.008982	0.106684	0.045894	0.012835
-0.025822	0.140382	0.081472	0.050019	-0.030424	0.059129	0.027543	-0.013131	0.097451	-0.093392	-0.030424	-0.011689
-0.019906	0.144627	0.089548	0.048759	0	0.06102	0.005916	0.004245	0.008076	-0.00126	0.030424	0.001891
-0.02917	0.157036	-0.015323	0.138312	0	0.060046	-0.009264	0.012409	-0.104871	0.089553	0	-0.000974
-0.059577	0.148645	-0.04362	0.118144	-0.003094	0.052999	-0.030407	-0.008391	-0.028297	-0.020168	-0.003094	-0.007047
-0.041986	0.138332	0.045544	0.03157	-0.040107	0.070989	0.017591	-0.010313	0.089164	-0.086574	-0.037013	0.01799
-0.012721	0.146752	0.094099	0.053801	-0.034263	0.068067	0.029265	0.00842	0.048555	0.022231	0.005844	-0.002922
-0.018848	0.13526	0.062672	0.027273	0	0.059301	-0.006127	-0.011492	-0.031427	-0.026528	0.034263	-0.008766
-0.038731	0.146211	-0.04517	0.117113	0.012032	0.045665	-0.019883	0.010951	-0.107842	0.08984	0.012032	-0.013636
-0.080819	0.136805	-0.021579	0.079641	0	0.10445	-0.042088	-0.009406	0.023591	-0.037472	-0.012032	0.058785
-0.050777	0.145196	0.024055	0.058327	-0.037357	0.069672	0.030042	0.008391	0.045634	-0.021314	-0.037357	-0.034778
-0.017948	0.142161	0.02727	0.05128	0	0.067151	0.032829	-0.003035	0.003215	-0.007047	0.037357	-0.002521
-0.040377	0.130255	-0.031659	0.069442	0	0.093908	-0.022429	-0.011906	-0.058929	0.018162	0	0.026757
-0.104438	0.145787	-0.016556	0.148854	0	0.032945	-0.064061	0.015532	0.015103	0.079412	0	-0.060963
-0.047078	0.138571	0.033375	0.056436	-0.045436	0.066463	0.05736	-0.007216	0.049931	-0.092418	-0.045436	0.033518
-0.034605	0.14129	0.080936	0.053572	-0.04343	0.071562	0.012473	0.002719	0.047561	-0.002864	0.002006	0.005099
-0.055602	0.15543	-0.004575	0.054202	-0.054316	0.071104	-0.020997	0.01414	-0.085511	0.00063	-0.010886	-0.000458
-0.061503	0.129707	-0.025063	0.075917	-0.035695	0.104851	-0.005901	-0.025723	-0.020488	0.021715	0.018621	0.033747
-0.049558	0.158432	-0.0069	0.077865	-0.065604	0.073969	0.011945	0.028725	0.018163	0.001948	-0.029909	-0.030882
-0.018128	0.137543	0.11812	0.039362	-0.037471	0.106398	0.03143	-0.020889	0.12502	-0.038503	0.028133	0.032429
-0.02383	0.139267	0.006377	0.075516	0	0.088923	-0.005702	0.001724	-0.111743	0.036154	0.037471	-0.017475
-0.036208	0.150833	-0.048959	0.099179	-0.046581	0.085199	-0.012378	0.011566	-0.055336	0.023663	-0.046581	-0.003724
-0.125564	0.128931	-0.009591	0.090814	-0.064744	0.036555	-0.089356	-0.021902	0.039368	-0.008365	-0.018163	-0.048644
-0.039645	0.136298	0.043358	0.061536	-0.050592	0.064973	0.085919	0.007367	0.052949	-0.029278	0.014152	0.028418
-0.017679	0.135745	0.10725	0.054775	-0.043373	0.058041	0.021966	-0.000553	0.063892	-0.006761	0.007219	-0.006932
